continente,pais,UF,via_de_acesso,ano,mes,data,total_chegadas
Europa,República Tcheca,Pernambuco (PE) - Brasil,Aérea,2019,6,01/06/2019,4
Europa,República Tcheca,Pernambuco (PE) - Brasil,Aérea,2019,7,01/07/2019,6
Europa,República Tcheca,Pernambuco (PE) - Brasil,Aérea,2019,8,01/08/2019,20
Europa,República Tcheca,Pernambuco (PE) - Brasil,Aérea,2019,9,01/09/2019,14
Europa,República Tcheca,Pernambuco (PE) - Brasil,Aérea,2019,10,01/10/2019,2
Europa,República Tcheca,Pernambuco (PE) - Brasil,Aérea,2019,11,01/11/2019,7
Europa,República Tcheca,Pernambuco (PE) - Brasil,Aérea,2019,12,01/12/2019,1
Europa,Romênia,Pernambuco (PE) - Brasil,Aérea,2019,1,01/01/2019,4
Europa,Romênia,Pernambuco (PE) - Brasil,Aérea,2019,2,01/02/2019,9
Europa,Romênia,Pernambuco (PE) - Brasil,Aérea,2019,3,01/03/2019,2
Europa,Romênia,Pernambuco (PE) - Brasil,Aérea,2019,4,01/04/2019,2
Europa,Romênia,Pernambuco (PE) - Brasil,Aérea,2019,5,01/05/2019,8
Europa,Romênia,Pernambuco (PE) - Brasil,Aérea,2019,6,01/06/2019,8
Europa,Romênia,Pernambuco (PE) - Brasil,Aérea,2019,7,01/07/2019,4
Europa,Romênia,Pernambuco (PE) - Brasil,Aérea,2019,8,01/08/2019,6
Europa,Romênia,Pernambuco (PE) - Brasil,Aérea,2019,9,01/09/2019,1
Europa,Romênia,Pernambuco (PE) - Brasil,Aérea,2019,10,01/10/2019,6
Europa,Romênia,Pernambuco (PE) - Brasil,Aérea,2019,11,01/11/2019,9
Europa,Romênia,Pernambuco (PE) - Brasil,Aérea,2019,12,01/12/2019,11
Europa,Rússia,Pernambuco (PE) - Brasil,Aérea,2019,1,01/01/2019,15
Europa,Rússia,Pernambuco (PE) - Brasil,Aérea,2019,2,01/02/2019,7
Europa,Rússia,Pernambuco (PE) - Brasil,Aérea,2019,3,01/03/2019,11
Europa,Rússia,Pernambuco (PE) - Brasil,Aérea,2019,4,01/04/2019,6
Europa,Rússia,Pernambuco (PE) - Brasil,Aérea,2019,5,01/05/2019,17
Europa,Rússia,Pernambuco (PE) - Brasil,Aérea,2019,6,01/06/2019,12
Europa,Rússia,Pernambuco (PE) - Brasil,Aérea,2019,7,01/07/2019,10
Europa,Rússia,Pernambuco (PE) - Brasil,Aérea,2019,8,01/08/2019,18
Europa,Rússia,Pernambuco (PE) - Brasil,Aérea,2019,9,01/09/2019,13
Europa,Rússia,Pernambuco (PE) - Brasil,Aérea,2019,10,01/10/2019,2
Europa,Rússia,Pernambuco (PE) - Brasil,Aérea,2019,11,01/11/2019,7
Europa,Rússia,Pernambuco (PE) - Brasil,Aérea,2019,12,01/12/2019,9
Europa,Sérvia,Pernambuco (PE) - Brasil,Aérea,2019,1,01/01/2019,3
Europa,Sérvia,Pernambuco (PE) - Brasil,Aérea,2019,2,01/02/2019,5
Europa,Sérvia,Pernambuco (PE) - Brasil,Aérea,2019,3,01/03/2019,2
Europa,Sérvia,Pernambuco (PE) - Brasil,Aérea,2019,4,01/04/2019,1
Europa,Sérvia,Pernambuco (PE) - Brasil,Aérea,2019,5,01/05/2019,2
Europa,Sérvia,Pernambuco (PE) - Brasil,Aérea,2019,7,01/07/2019,7
Europa,Sérvia,Pernambuco (PE) - Brasil,Aérea,2019,8,01/08/2019,1
Europa,Sérvia,Pernambuco (PE) - Brasil,Aérea,2019,9,01/09/2019,4
Europa,Sérvia,Pernambuco (PE) - Brasil,Aérea,2019,10,01/10/2019,1
Europa,Sérvia,Pernambuco (PE) - Brasil,Aérea,2019,11,01/11/2019,1
Europa,Suécia,Pernambuco (PE) - Brasil,Aérea,2019,1,01/01/2019,86
Europa,Suécia,Pernambuco (PE) - Brasil,Aérea,2019,2,01/02/2019,28
Europa,Suécia,Pernambuco (PE) - Brasil,Aérea,2019,3,01/03/2019,28
Europa,Suécia,Pernambuco (PE) - Brasil,Aérea,2019,4,01/04/2019,13
Europa,Suécia,Pernambuco (PE) - Brasil,Aérea,2019,5,01/05/2019,15
Europa,Suécia,Pernambuco (PE) - Brasil,Aérea,2019,6,01/06/2019,32
Europa,Suécia,Pernambuco (PE) - Brasil,Aérea,2019,7,01/07/2019,18
Europa,Suécia,Pernambuco (PE) - Brasil,Aérea,2019,8,01/08/2019,11
Europa,Suécia,Pernambuco (PE) - Brasil,Aérea,2019,9,01/09/2019,15
Europa,Suécia,Pernambuco (PE) - Brasil,Aérea,2019,10,01/10/2019,28
Europa,Suécia,Pernambuco (PE) - Brasil,Aérea,2019,11,01/11/2019,28
Europa,Suécia,Pernambuco (PE) - Brasil,Aérea,2019,12,01/12/2019,79
Europa,Suíça,Pernambuco (PE) - Brasil,Aérea,2019,1,01/01/2019,148
Europa,Suíça,Pernambuco (PE) - Brasil,Aérea,2019,2,01/02/2019,228
Europa,Suíça,Pernambuco (PE) - Brasil,Aérea,2019,3,01/03/2019,115
Europa,Suíça,Pernambuco (PE) - Brasil,Aérea,2019,4,01/04/2019,499
Europa,Suíça,Pernambuco (PE) - Brasil,Aérea,2019,5,01/05/2019,258
Europa,Suíça,Pernambuco (PE) - Brasil,Aérea,2019,6,01/06/2019,450
Europa,Suíça,Pernambuco (PE) - Brasil,Aérea,2019,7,01/07/2019,362
Europa,Suíça,Pernambuco (PE) - Brasil,Aérea,2019,8,01/08/2019,129
Europa,Suíça,Pernambuco (PE) - Brasil,Aérea,2019,9,01/09/2019,156
Europa,Suíça,Pernambuco (PE) - Brasil,Aérea,2019,10,01/10/2019,250
Europa,Suíça,Pernambuco (PE) - Brasil,Aérea,2019,11,01/11/2019,200
Europa,Suíça,Pernambuco (PE) - Brasil,Aérea,2019,12,01/12/2019,562
Europa,Turquia,Pernambuco (PE) - Brasil,Aérea,2019,1,01/01/2019,2
Europa,Turquia,Pernambuco (PE) - Brasil,Aérea,2019,2,01/02/2019,7
Europa,Turquia,Pernambuco (PE) - Brasil,Aérea,2019,3,01/03/2019,4
Europa,Turquia,Pernambuco (PE) - Brasil,Aérea,2019,4,01/04/2019,1
Europa,Turquia,Pernambuco (PE) - Brasil,Aérea,2019,5,01/05/2019,1
Europa,Turquia,Pernambuco (PE) - Brasil,Aérea,2019,6,01/06/2019,3
Europa,Turquia,Pernambuco (PE) - Brasil,Aérea,2019,8,01/08/2019,2
Europa,Turquia,Pernambuco (PE) - Brasil,Aérea,2019,9,01/09/2019,4
Europa,Turquia,Pernambuco (PE) - Brasil,Aérea,2019,11,01/11/2019,3
Europa,Turquia,Pernambuco (PE) - Brasil,Aérea,2019,12,01/12/2019,1
Europa,Ucrânia,Pernambuco (PE) - Brasil,Aérea,2019,1,01/01/2019,10
Europa,Ucrânia,Pernambuco (PE) - Brasil,Aérea,2019,2,01/02/2019,3
Europa,Ucrânia,Pernambuco (PE) - Brasil,Aérea,2019,3,01/03/2019,1
Europa,Ucrânia,Pernambuco (PE) - Brasil,Aérea,2019,4,01/04/2019,6
Europa,Ucrânia,Pernambuco (PE) - Brasil,Aérea,2019,5,01/05/2019,5
Europa,Ucrânia,Pernambuco (PE) - Brasil,Aérea,2019,6,01/06/2019,2
Europa,Ucrânia,Pernambuco (PE) - Brasil,Aérea,2019,7,01/07/2019,4
Europa,Ucrânia,Pernambuco (PE) - Brasil,Aérea,2019,9,01/09/2019,4
Europa,Ucrânia,Pernambuco (PE) - Brasil,Aérea,2019,10,01/10/2019,4
Europa,Ucrânia,Pernambuco (PE) - Brasil,Aérea,2019,11,01/11/2019,6
Europa,Ucrânia,Pernambuco (PE) - Brasil,Aérea,2019,12,01/12/2019,2
Oceania,Austrália,Pernambuco (PE) - Brasil,Aérea,2019,1,01/01/2019,1
Oceania,Austrália,Pernambuco (PE) - Brasil,Aérea,2019,3,01/03/2019,2
Oceania,Austrália,Pernambuco (PE) - Brasil,Aérea,2019,4,01/04/2019,1
Oceania,Austrália,Pernambuco (PE) - Brasil,Aérea,2019,5,01/05/2019,4
Oceania,Austrália,Pernambuco (PE) - Brasil,Aérea,2019,6,01/06/2019,2
Oceania,Austrália,Pernambuco (PE) - Brasil,Aérea,2019,7,01/07/2019,3
Oceania,Austrália,Pernambuco (PE) - Brasil,Aérea,2019,8,01/08/2019,4
Oceania,Austrália,Pernambuco (PE) - Brasil,Aérea,2019,9,01/09/2019,6
Oceania,Austrália,Pernambuco (PE) - Brasil,Aérea,2019,10,01/10/2019,2
Oceania,Austrália,Pernambuco (PE) - Brasil,Aérea,2019,11,01/11/2019,7
Oceania,Austrália,Pernambuco (PE) - Brasil,Aérea,2019,12,01/12/2019,9
Oceania,Nova Zelândia,Pernambuco (PE) - Brasil,Aérea,2019,3,01/03/2019,3
Oceania,Nova Zelândia,Pernambuco (PE) - Brasil,Aérea,2019,4,01/04/2019,1
Oceania,Nova Zelândia,Pernambuco (PE) - Brasil,Aérea,2019,6,01/06/2019,3
Oceania,Nova Zelândia,Pernambuco (PE) - Brasil,Aérea,2019,7,01/07/2019,1
Oceania,Nova Zelândia,Pernambuco (PE) - Brasil,Aérea,2019,8,01/08/2019,3
Oceania,Nova Zelândia,Pernambuco (PE) - Brasil,Aérea,2019,9,01/09/2019,2
Oceania,Nova Zelândia,Pernambuco (PE) - Brasil,Aérea,2019,10,01/10/2019,3
Oceania,Nova Zelândia,Pernambuco (PE) - Brasil,Aérea,2019,12,01/12/2019,1
África,África do Sul,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,7
África,África do Sul,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,1
África,África do Sul,Pernambuco (PE) - Brasil,Marítima,2019,3,01/03/2019,3
África,África do Sul,Pernambuco (PE) - Brasil,Marítima,2019,6,01/06/2019,2
África,África do Sul,Pernambuco (PE) - Brasil,Marítima,2019,10,01/10/2019,1
África,África do Sul,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,13
África,África do Sul,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,6
África,Angola,Pernambuco (PE) - Brasil,Marítima,2019,10,01/10/2019,1
África,Marrocos,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,5
África,Marrocos,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,2
África,Nigéria,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,1
África,Outros países da África,Pernambuco (PE) - Brasil,Marítima,2019,10,01/10/2019,1
África,Outros países da África,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,7
África,Tunísia,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,2
América Central e Caribe,Costa Rica,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,6
América Central e Caribe,Cuba,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,2
América Central e Caribe,Guatemala,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,2
América Central e Caribe,Guatemala,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,2
América Central e Caribe,Honduras,Pernambuco (PE) - Brasil,Marítima,2019,10,01/10/2019,1
América Central e Caribe,Nicarágua,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,3
América Central e Caribe,Outros países da América Central e Caribe,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,1
América Central e Caribe,Outros países da América Central e Caribe,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,1
América Central e Caribe,Panamá,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,1
América Central e Caribe,Panamá,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,1
América Central e Caribe,Panamá,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,1
América do Norte,Canadá,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,76
América do Norte,Canadá,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,3
América do Norte,Canadá,Pernambuco (PE) - Brasil,Marítima,2019,6,01/06/2019,2
América do Norte,Canadá,Pernambuco (PE) - Brasil,Marítima,2019,7,01/07/2019,1
América do Norte,Canadá,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,141
América do Norte,Canadá,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,253
América do Norte,Estados Unidos,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,349
América do Norte,Estados Unidos,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,16
América do Norte,Estados Unidos,Pernambuco (PE) - Brasil,Marítima,2019,3,01/03/2019,1
América do Norte,Estados Unidos,Pernambuco (PE) - Brasil,Marítima,2019,7,01/07/2019,4
América do Norte,Estados Unidos,Pernambuco (PE) - Brasil,Marítima,2019,10,01/10/2019,3
América do Norte,Estados Unidos,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,840
América do Norte,Estados Unidos,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,393
América do Norte,México,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,3
América do Norte,México,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,1
América do Norte,México,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,9
América do Norte,México,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,5
América do Sul,Argentina,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,15
América do Sul,Argentina,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,1
América do Sul,Argentina,Pernambuco (PE) - Brasil,Marítima,2019,9,01/09/2019,1
América do Sul,Argentina,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,1891
América do Sul,Argentina,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,165
América do Sul,Bolívia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,5
América do Sul,Chile,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,2
América do Sul,Chile,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,15
América do Sul,Chile,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,2
América do Sul,Colômbia,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,1
América do Sul,Colômbia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,11
América do Sul,Colômbia,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,5
América do Sul,Equador,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,2
América do Sul,Paraguai,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,16
América do Sul,Paraguai,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,3
América do Sul,Peru,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,1
América do Sul,Peru,Pernambuco (PE) - Brasil,Marítima,2019,5,01/05/2019,4
América do Sul,Peru,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,12
América do Sul,Peru,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,1
América do Sul,Uruguai,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,9
América do Sul,Uruguai,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,43
América do Sul,Venezuela,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,2
Ásia,China,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,6
Ásia,China,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,2
Ásia,China,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,7
Ásia,China,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,5
Ásia,"China, Hong Kong",Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,1
Ásia,"China, Hong Kong",Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,5
Ásia,Cingapura,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,3
Ásia,Filipinas,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,7
Ásia,Filipinas,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,1
Ásia,Índia,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,2
Ásia,Índia,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,1
Ásia,Índia,Pernambuco (PE) - Brasil,Marítima,2019,3,01/03/2019,1
Ásia,Índia,Pernambuco (PE) - Brasil,Marítima,2019,4,01/04/2019,1
Ásia,Índia,Pernambuco (PE) - Brasil,Marítima,2019,6,01/06/2019,5
Ásia,Índia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,3
Ásia,Índia,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,4
Ásia,Indonésia,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,1
Ásia,Indonésia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,4
Ásia,Indonésia,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,1
Ásia,Israel,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,87
Ásia,Japão,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,2
Ásia,Japão,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,1
Ásia,Malásia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,2
Ásia,Outros países da Ásia,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,2
Ásia,Outros países da Ásia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,4
Ásia,Outros países da Ásia,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,2
Ásia,Paquistão,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,2
Ásia,República da Coreia,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,22
Ásia,República da Coreia,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,3
Ásia,Síria,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,1
Ásia,Tailândia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,2
Ásia,Taiwan,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,2
Europa,Alemanha,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,262
Europa,Alemanha,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,5
Europa,Alemanha,Pernambuco (PE) - Brasil,Marítima,2019,3,01/03/2019,4
Europa,Alemanha,Pernambuco (PE) - Brasil,Marítima,2019,4,01/04/2019,2
Europa,Alemanha,Pernambuco (PE) - Brasil,Marítima,2019,6,01/06/2019,2
Europa,Alemanha,Pernambuco (PE) - Brasil,Marítima,2019,7,01/07/2019,2
Europa,Alemanha,Pernambuco (PE) - Brasil,Marítima,2019,9,01/09/2019,7
Europa,Alemanha,Pernambuco (PE) - Brasil,Marítima,2019,10,01/10/2019,123
Europa,Alemanha,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,480
Europa,Alemanha,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,222
Europa,Áustria,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,104
Europa,Áustria,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,8
Europa,Áustria,Pernambuco (PE) - Brasil,Marítima,2019,4,01/04/2019,2
Europa,Áustria,Pernambuco (PE) - Brasil,Marítima,2019,7,01/07/2019,1
Europa,Áustria,Pernambuco (PE) - Brasil,Marítima,2019,10,01/10/2019,3
Europa,Áustria,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,65
Europa,Áustria,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,10
Europa,Bélgica,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,20
Europa,Bélgica,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,4
Europa,Bélgica,Pernambuco (PE) - Brasil,Marítima,2019,3,01/03/2019,1
Europa,Bélgica,Pernambuco (PE) - Brasil,Marítima,2019,4,01/04/2019,1
Europa,Bélgica,Pernambuco (PE) - Brasil,Marítima,2019,9,01/09/2019,2
Europa,Bélgica,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,36
Europa,Bélgica,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,16
Europa,Bulgária,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,4
Europa,Bulgária,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,15
Europa,Croácia,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,7
Europa,Croácia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,3
Europa,Dinamarca,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,48
Europa,Dinamarca,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,4
Europa,Dinamarca,Pernambuco (PE) - Brasil,Marítima,2019,4,01/04/2019,4
Europa,Dinamarca,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,12
Europa,Dinamarca,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,4
Europa,Eslováquia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,1
Europa,Eslováquia,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,2
Europa,Eslovênia,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,1
Europa,Eslovênia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,3
Europa,Eslovênia,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,2
Europa,Espanha,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,189
Europa,Espanha,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,5
Europa,Espanha,Pernambuco (PE) - Brasil,Marítima,2019,10,01/10/2019,5
Europa,Espanha,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,433
Europa,Espanha,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,71
Europa,Estônia,Pernambuco (PE) - Brasil,Marítima,2019,3,01/03/2019,1
Europa,Estônia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,1
Europa,Finlândia,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,12
Europa,Finlândia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,32
Europa,França,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,519
Europa,França,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,11
Europa,França,Pernambuco (PE) - Brasil,Marítima,2019,3,01/03/2019,9
Europa,França,Pernambuco (PE) - Brasil,Marítima,2019,4,01/04/2019,4
Europa,França,Pernambuco (PE) - Brasil,Marítima,2019,5,01/05/2019,1
Europa,França,Pernambuco (PE) - Brasil,Marítima,2019,8,01/08/2019,2
Europa,França,Pernambuco (PE) - Brasil,Marítima,2019,9,01/09/2019,15
Europa,França,Pernambuco (PE) - Brasil,Marítima,2019,10,01/10/2019,1
Europa,França,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,525
Europa,França,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,43
Europa,Grécia,Pernambuco (PE) - Brasil,Marítima,2019,3,01/03/2019,1
Europa,Grécia,Pernambuco (PE) - Brasil,Marítima,2019,10,01/10/2019,1
Europa,Grécia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,2
Europa,Grécia,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,2
Europa,Holanda,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,23
Europa,Holanda,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,1
Europa,Holanda,Pernambuco (PE) - Brasil,Marítima,2019,4,01/04/2019,1
Europa,Holanda,Pernambuco (PE) - Brasil,Marítima,2019,7,01/07/2019,1
Europa,Holanda,Pernambuco (PE) - Brasil,Marítima,2019,9,01/09/2019,1
Europa,Holanda,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,66
Europa,Holanda,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,23
Europa,Hungria,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,9
Europa,Hungria,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,44
Europa,Hungria,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,1
Europa,Irlanda,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,4
Europa,Irlanda,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,5
Europa,Irlanda,Pernambuco (PE) - Brasil,Marítima,2019,7,01/07/2019,1
Europa,Irlanda,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,15
Europa,Irlanda,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,3
Europa,Itália,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,280
Europa,Itália,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,8
Europa,Itália,Pernambuco (PE) - Brasil,Marítima,2019,3,01/03/2019,2
Europa,Itália,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,465
Europa,Itália,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,57
Europa,Letônia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,6
Europa,Lituânia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,17
Europa,Luxemburgo,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,5
Europa,Luxemburgo,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,2
Europa,Luxemburgo,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,9
Europa,Noruega,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,22
Europa,Noruega,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,51
Europa,Noruega,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,51
Europa,Noruega,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,3
Europa,Outros países da Europa,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,2
Europa,Outros países da Europa,Pernambuco (PE) - Brasil,Marítima,2019,10,01/10/2019,1
Europa,Outros países da Europa,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,18
Europa,Outros países da Europa,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,1
Europa,Polônia,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,3
Europa,Polônia,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,2
Europa,Polônia,Pernambuco (PE) - Brasil,Marítima,2019,5,01/05/2019,2
Europa,Polônia,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,36
Europa,Polônia,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,1
Europa,Portugal,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,14
Europa,Portugal,Pernambuco (PE) - Brasil,Marítima,2019,10,01/10/2019,5
Europa,Portugal,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,64
Europa,Portugal,Pernambuco (PE) - Brasil,Marítima,2019,12,01/12/2019,21
Europa,Reino Unido,Pernambuco (PE) - Brasil,Marítima,2019,1,01/01/2019,49
Europa,Reino Unido,Pernambuco (PE) - Brasil,Marítima,2019,2,01/02/2019,25
Europa,Reino Unido,Pernambuco (PE) - Brasil,Marítima,2019,3,01/03/2019,3
Europa,Reino Unido,Pernambuco (PE) - Brasil,Marítima,2019,5,01/05/2019,1
Europa,Reino Unido,Pernambuco (PE) - Brasil,Marítima,2019,11,01/11/2019,350
