continente,pais,UF,via_de_acesso,ano,mes,data,total_chegadas
Europa,Polônia,Acre (AC) - Brasil,Terrestre,2018,10,01/10/2018,1
Europa,Portugal,Acre (AC) - Brasil,Terrestre,2018,1,01/01/2018,4
Europa,Portugal,Acre (AC) - Brasil,Terrestre,2018,2,01/02/2018,5
Europa,Portugal,Acre (AC) - Brasil,Terrestre,2018,4,01/04/2018,5
Europa,Portugal,Acre (AC) - Brasil,Terrestre,2018,6,01/06/2018,1
Europa,Portugal,Acre (AC) - Brasil,Terrestre,2018,7,01/07/2018,1
Europa,Portugal,Acre (AC) - Brasil,Terrestre,2018,8,01/08/2018,2
Europa,Portugal,Acre (AC) - Brasil,Terrestre,2018,9,01/09/2018,1
Europa,Portugal,Acre (AC) - Brasil,Terrestre,2018,10,01/10/2018,2
Europa,Portugal,Acre (AC) - Brasil,Terrestre,2018,11,01/11/2018,2
Europa,Reino Unido,Acre (AC) - Brasil,Terrestre,2018,1,01/01/2018,3
Europa,Reino Unido,Acre (AC) - Brasil,Terrestre,2018,2,01/02/2018,6
Europa,Reino Unido,Acre (AC) - Brasil,Terrestre,2018,3,01/03/2018,3
Europa,Reino Unido,Acre (AC) - Brasil,Terrestre,2018,4,01/04/2018,1
Europa,Reino Unido,Acre (AC) - Brasil,Terrestre,2018,5,01/05/2018,7
Europa,Reino Unido,Acre (AC) - Brasil,Terrestre,2018,6,01/06/2018,8
Europa,Reino Unido,Acre (AC) - Brasil,Terrestre,2018,8,01/08/2018,6
Europa,Reino Unido,Acre (AC) - Brasil,Terrestre,2018,9,01/09/2018,3
Europa,Reino Unido,Acre (AC) - Brasil,Terrestre,2018,10,01/10/2018,3
Europa,Reino Unido,Acre (AC) - Brasil,Terrestre,2018,11,01/11/2018,3
Europa,Reino Unido,Acre (AC) - Brasil,Terrestre,2018,12,01/12/2018,2
Ásia,República da Coreia,Acre (AC) - Brasil,Terrestre,2018,1,01/01/2018,2
Ásia,República da Coreia,Acre (AC) - Brasil,Terrestre,2018,2,01/02/2018,1
Ásia,República da Coreia,Acre (AC) - Brasil,Terrestre,2018,3,01/03/2018,2
Ásia,República da Coreia,Acre (AC) - Brasil,Terrestre,2018,4,01/04/2018,1
Ásia,República da Coreia,Acre (AC) - Brasil,Terrestre,2018,5,01/05/2018,1
Ásia,República da Coreia,Acre (AC) - Brasil,Terrestre,2018,7,01/07/2018,1
Ásia,República da Coreia,Acre (AC) - Brasil,Terrestre,2018,11,01/11/2018,1
América Central e Caribe,República Dominicana,Acre (AC) - Brasil,Terrestre,2018,1,01/01/2018,3
América Central e Caribe,República Dominicana,Acre (AC) - Brasil,Terrestre,2018,3,01/03/2018,1
América Central e Caribe,República Dominicana,Acre (AC) - Brasil,Terrestre,2018,4,01/04/2018,2
América Central e Caribe,República Dominicana,Acre (AC) - Brasil,Terrestre,2018,6,01/06/2018,2
América Central e Caribe,República Dominicana,Acre (AC) - Brasil,Terrestre,2018,8,01/08/2018,1
América Central e Caribe,República Dominicana,Acre (AC) - Brasil,Terrestre,2018,9,01/09/2018,2
Europa,República Tcheca,Acre (AC) - Brasil,Terrestre,2018,1,01/01/2018,3
Europa,República Tcheca,Acre (AC) - Brasil,Terrestre,2018,4,01/04/2018,2
Europa,República Tcheca,Acre (AC) - Brasil,Terrestre,2018,5,01/05/2018,3
Europa,República Tcheca,Acre (AC) - Brasil,Terrestre,2018,10,01/10/2018,3
Europa,República Tcheca,Acre (AC) - Brasil,Terrestre,2018,11,01/11/2018,1
Europa,Romênia,Acre (AC) - Brasil,Terrestre,2018,5,01/05/2018,1
Europa,Rússia,Acre (AC) - Brasil,Terrestre,2018,3,01/03/2018,4
Europa,Rússia,Acre (AC) - Brasil,Terrestre,2018,5,01/05/2018,1
Europa,Rússia,Acre (AC) - Brasil,Terrestre,2018,7,01/07/2018,3
Europa,Rússia,Acre (AC) - Brasil,Terrestre,2018,8,01/08/2018,1
Europa,Rússia,Acre (AC) - Brasil,Terrestre,2018,9,01/09/2018,2
Europa,Sérvia,Acre (AC) - Brasil,Terrestre,2018,3,01/03/2018,1
Europa,Suécia,Acre (AC) - Brasil,Terrestre,2018,1,01/01/2018,1
Europa,Suécia,Acre (AC) - Brasil,Terrestre,2018,2,01/02/2018,2
Europa,Suécia,Acre (AC) - Brasil,Terrestre,2018,3,01/03/2018,4
Europa,Suécia,Acre (AC) - Brasil,Terrestre,2018,4,01/04/2018,1
Europa,Suécia,Acre (AC) - Brasil,Terrestre,2018,7,01/07/2018,4
Europa,Suécia,Acre (AC) - Brasil,Terrestre,2018,10,01/10/2018,1
Europa,Suíça,Acre (AC) - Brasil,Terrestre,2018,1,01/01/2018,4
Europa,Suíça,Acre (AC) - Brasil,Terrestre,2018,2,01/02/2018,1
Europa,Suíça,Acre (AC) - Brasil,Terrestre,2018,3,01/03/2018,6
Europa,Suíça,Acre (AC) - Brasil,Terrestre,2018,5,01/05/2018,1
Europa,Suíça,Acre (AC) - Brasil,Terrestre,2018,6,01/06/2018,2
Europa,Suíça,Acre (AC) - Brasil,Terrestre,2018,7,01/07/2018,3
Europa,Suíça,Acre (AC) - Brasil,Terrestre,2018,8,01/08/2018,6
Europa,Suíça,Acre (AC) - Brasil,Terrestre,2018,9,01/09/2018,3
Europa,Suíça,Acre (AC) - Brasil,Terrestre,2018,10,01/10/2018,1
Europa,Suíça,Acre (AC) - Brasil,Terrestre,2018,11,01/11/2018,1
Europa,Suíça,Acre (AC) - Brasil,Terrestre,2018,12,01/12/2018,1
América do Sul,Suriname,Acre (AC) - Brasil,Terrestre,2018,2,01/02/2018,1
América do Sul,Suriname,Acre (AC) - Brasil,Terrestre,2018,4,01/04/2018,1
América do Sul,Suriname,Acre (AC) - Brasil,Terrestre,2018,7,01/07/2018,1
Europa,Turquia,Acre (AC) - Brasil,Terrestre,2018,1,01/01/2018,3
Europa,Turquia,Acre (AC) - Brasil,Terrestre,2018,4,01/04/2018,2
Europa,Turquia,Acre (AC) - Brasil,Terrestre,2018,7,01/07/2018,3
Europa,Turquia,Acre (AC) - Brasil,Terrestre,2018,9,01/09/2018,2
Europa,Ucrânia,Acre (AC) - Brasil,Terrestre,2018,3,01/03/2018,1
Europa,Ucrânia,Acre (AC) - Brasil,Terrestre,2018,4,01/04/2018,2
América do Sul,Uruguai,Acre (AC) - Brasil,Terrestre,2018,1,01/01/2018,1
América do Sul,Uruguai,Acre (AC) - Brasil,Terrestre,2018,2,01/02/2018,3
América do Sul,Uruguai,Acre (AC) - Brasil,Terrestre,2018,3,01/03/2018,1
América do Sul,Uruguai,Acre (AC) - Brasil,Terrestre,2018,4,01/04/2018,1
América do Sul,Uruguai,Acre (AC) - Brasil,Terrestre,2018,5,01/05/2018,2
América do Sul,Uruguai,Acre (AC) - Brasil,Terrestre,2018,6,01/06/2018,4
América do Sul,Uruguai,Acre (AC) - Brasil,Terrestre,2018,7,01/07/2018,1
América do Sul,Uruguai,Acre (AC) - Brasil,Terrestre,2018,8,01/08/2018,2
América do Sul,Uruguai,Acre (AC) - Brasil,Terrestre,2018,9,01/09/2018,2
América do Sul,Uruguai,Acre (AC) - Brasil,Terrestre,2018,10,01/10/2018,1
América do Sul,Uruguai,Acre (AC) - Brasil,Terrestre,2018,11,01/11/2018,3
América do Sul,Uruguai,Acre (AC) - Brasil,Terrestre,2018,12,01/12/2018,1
América do Sul,Venezuela,Acre (AC) - Brasil,Terrestre,2018,1,01/01/2018,16
América do Sul,Venezuela,Acre (AC) - Brasil,Terrestre,2018,2,01/02/2018,14
América do Sul,Venezuela,Acre (AC) - Brasil,Terrestre,2018,3,01/03/2018,19
América do Sul,Venezuela,Acre (AC) - Brasil,Terrestre,2018,4,01/04/2018,17
América do Sul,Venezuela,Acre (AC) - Brasil,Terrestre,2018,5,01/05/2018,24
América do Sul,Venezuela,Acre (AC) - Brasil,Terrestre,2018,6,01/06/2018,39
América do Sul,Venezuela,Acre (AC) - Brasil,Terrestre,2018,7,01/07/2018,51
América do Sul,Venezuela,Acre (AC) - Brasil,Terrestre,2018,8,01/08/2018,53
América do Sul,Venezuela,Acre (AC) - Brasil,Terrestre,2018,9,01/09/2018,45
América do Sul,Venezuela,Acre (AC) - Brasil,Terrestre,2018,10,01/10/2018,61
América do Sul,Venezuela,Acre (AC) - Brasil,Terrestre,2018,11,01/11/2018,45
América do Sul,Venezuela,Acre (AC) - Brasil,Terrestre,2018,12,01/12/2018,48
América do Norte,Estados Unidos,Amapá (AP) - Brasil,Aérea,2018,5,01/05/2018,2
Europa,França,Amapá (AP) - Brasil,Aérea,2018,1,01/01/2018,5
Europa,França,Amapá (AP) - Brasil,Aérea,2018,5,01/05/2018,1
Europa,França,Amapá (AP) - Brasil,Aérea,2018,9,01/09/2018,31
Europa,Itália,Amapá (AP) - Brasil,Aérea,2018,5,01/05/2018,1
África,África do Sul,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,4
África,África do Sul,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,4
África,África do Sul,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,4
Europa,Alemanha,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,635
Europa,Alemanha,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,11
Europa,Alemanha,Amapá (AP) - Brasil,Fluvial,2018,3,01/03/2018,22
Europa,Alemanha,Amapá (AP) - Brasil,Fluvial,2018,4,01/04/2018,1
Europa,Alemanha,Amapá (AP) - Brasil,Fluvial,2018,5,01/05/2018,3
Europa,Alemanha,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,3
Europa,Alemanha,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,4
Europa,Alemanha,Amapá (AP) - Brasil,Fluvial,2018,9,01/09/2018,1
Europa,Alemanha,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,1
Europa,Alemanha,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,37
Europa,Alemanha,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,305
África,Angola,Amapá (AP) - Brasil,Fluvial,2018,9,01/09/2018,1
América do Sul,Argentina,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,4
América do Sul,Argentina,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,3
América do Sul,Argentina,Amapá (AP) - Brasil,Fluvial,2018,3,01/03/2018,3
América do Sul,Argentina,Amapá (AP) - Brasil,Fluvial,2018,4,01/04/2018,6
América do Sul,Argentina,Amapá (AP) - Brasil,Fluvial,2018,5,01/05/2018,3
América do Sul,Argentina,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,2
América do Sul,Argentina,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,1
América do Sul,Argentina,Amapá (AP) - Brasil,Fluvial,2018,9,01/09/2018,1
América do Sul,Argentina,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,2
América do Sul,Argentina,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,3
América do Sul,Argentina,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,3
Oceania,Austrália,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,49
Oceania,Austrália,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,2
Oceania,Austrália,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,1
Oceania,Austrália,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,68
Oceania,Austrália,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,25
Europa,Áustria,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,14
Europa,Áustria,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,1
Europa,Áustria,Amapá (AP) - Brasil,Fluvial,2018,3,01/03/2018,3
Europa,Áustria,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,8
Europa,Áustria,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,2
Europa,Bélgica,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,61
Europa,Bélgica,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,8
Europa,Bélgica,Amapá (AP) - Brasil,Fluvial,2018,3,01/03/2018,8
Europa,Bélgica,Amapá (AP) - Brasil,Fluvial,2018,4,01/04/2018,10
Europa,Bélgica,Amapá (AP) - Brasil,Fluvial,2018,5,01/05/2018,4
Europa,Bélgica,Amapá (AP) - Brasil,Fluvial,2018,6,01/06/2018,2
Europa,Bélgica,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,11
Europa,Bélgica,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,9
Europa,Bélgica,Amapá (AP) - Brasil,Fluvial,2018,9,01/09/2018,2
Europa,Bélgica,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,12
Europa,Bélgica,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,11
Europa,Bélgica,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,12
América do Sul,Bolívia,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,5
América do Sul,Bolívia,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,2
América do Sul,Bolívia,Amapá (AP) - Brasil,Fluvial,2018,3,01/03/2018,3
América do Sul,Bolívia,Amapá (AP) - Brasil,Fluvial,2018,4,01/04/2018,3
América do Sul,Bolívia,Amapá (AP) - Brasil,Fluvial,2018,6,01/06/2018,2
América do Sul,Bolívia,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,5
América do Sul,Bolívia,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,6
América do Sul,Bolívia,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,1
Europa,Bulgária,Amapá (AP) - Brasil,Fluvial,2018,5,01/05/2018,2
Europa,Bulgária,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,2
África,Cabo Verde,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,1
América do Norte,Canadá,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,97
América do Norte,Canadá,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,36
América do Norte,Canadá,Amapá (AP) - Brasil,Fluvial,2018,3,01/03/2018,1
América do Norte,Canadá,Amapá (AP) - Brasil,Fluvial,2018,4,01/04/2018,1
América do Norte,Canadá,Amapá (AP) - Brasil,Fluvial,2018,6,01/06/2018,1
América do Norte,Canadá,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,3
América do Norte,Canadá,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,1
América do Norte,Canadá,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,367
América do Norte,Canadá,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,147
América do Sul,Chile,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,4
América do Sul,Chile,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,2
América do Sul,Chile,Amapá (AP) - Brasil,Fluvial,2018,3,01/03/2018,2
América do Sul,Chile,Amapá (AP) - Brasil,Fluvial,2018,5,01/05/2018,1
América do Sul,Chile,Amapá (AP) - Brasil,Fluvial,2018,6,01/06/2018,1
América do Sul,Chile,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,1
América do Sul,Chile,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,1
América do Sul,Chile,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,2
América do Sul,Chile,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,2
América do Sul,Chile,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,2
Ásia,China,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,7
Ásia,China,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,4
Ásia,China,Amapá (AP) - Brasil,Fluvial,2018,6,01/06/2018,1
Ásia,China,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,2
Ásia,China,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,1
Ásia,China,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,4
Ásia,China,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,4
Ásia,"China, Hong Kong",Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,2
Ásia,Cingapura,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,5
Ásia,Cingapura,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,1
América do Sul,Colômbia,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,6
América do Sul,Colômbia,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,5
América do Sul,Colômbia,Amapá (AP) - Brasil,Fluvial,2018,3,01/03/2018,3
América do Sul,Colômbia,Amapá (AP) - Brasil,Fluvial,2018,4,01/04/2018,6
América do Sul,Colômbia,Amapá (AP) - Brasil,Fluvial,2018,5,01/05/2018,10
América do Sul,Colômbia,Amapá (AP) - Brasil,Fluvial,2018,6,01/06/2018,7
América do Sul,Colômbia,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,9
América do Sul,Colômbia,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,5
América do Sul,Colômbia,Amapá (AP) - Brasil,Fluvial,2018,9,01/09/2018,1
América do Sul,Colômbia,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,5
América do Sul,Colômbia,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,10
Europa,Croácia,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,1
Europa,Croácia,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,3
América Central e Caribe,Cuba,Amapá (AP) - Brasil,Fluvial,2018,4,01/04/2018,1
Europa,Dinamarca,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,12
Europa,Dinamarca,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,2
Europa,Dinamarca,Amapá (AP) - Brasil,Fluvial,2018,9,01/09/2018,1
Europa,Dinamarca,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,1
Europa,Dinamarca,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,1
Europa,Dinamarca,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,1
América do Sul,Equador,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,1
América do Sul,Equador,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,1
Europa,Eslováquia,Amapá (AP) - Brasil,Fluvial,2018,9,01/09/2018,1
Europa,Eslováquia,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,1
Europa,Eslováquia,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,3
Europa,Eslovênia,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,1
Europa,Espanha,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,6
Europa,Espanha,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,2
Europa,Espanha,Amapá (AP) - Brasil,Fluvial,2018,3,01/03/2018,6
Europa,Espanha,Amapá (AP) - Brasil,Fluvial,2018,4,01/04/2018,5
Europa,Espanha,Amapá (AP) - Brasil,Fluvial,2018,5,01/05/2018,4
Europa,Espanha,Amapá (AP) - Brasil,Fluvial,2018,6,01/06/2018,1
Europa,Espanha,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,5
Europa,Espanha,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,2
Europa,Espanha,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,2
Europa,Espanha,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,9
Europa,Espanha,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,5
América do Norte,Estados Unidos,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,205
América do Norte,Estados Unidos,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,853
América do Norte,Estados Unidos,Amapá (AP) - Brasil,Fluvial,2018,5,01/05/2018,3
América do Norte,Estados Unidos,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,2
América do Norte,Estados Unidos,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,1
América do Norte,Estados Unidos,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,1451
América do Norte,Estados Unidos,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,1761
Europa,Estônia,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,1
Europa,Estônia,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,3
Europa,Estônia,Amapá (AP) - Brasil,Fluvial,2018,6,01/06/2018,2
Ásia,Filipinas,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,1
Ásia,Filipinas,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,9
Ásia,Filipinas,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,1
Europa,Finlândia,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,3
Europa,França,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,584
Europa,França,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,1224
Europa,França,Amapá (AP) - Brasil,Fluvial,2018,3,01/03/2018,1236
Europa,França,Amapá (AP) - Brasil,Fluvial,2018,4,01/04/2018,1249
Europa,França,Amapá (AP) - Brasil,Fluvial,2018,5,01/05/2018,1073
Europa,França,Amapá (AP) - Brasil,Fluvial,2018,6,01/06/2018,473
Europa,França,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,1445
Europa,França,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,1790
Europa,França,Amapá (AP) - Brasil,Fluvial,2018,9,01/09/2018,559
Europa,França,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,1030
Europa,França,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,693
Europa,França,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,1215
Europa,Grécia,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,2
Europa,Grécia,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,3
América Central e Caribe,Guatemala,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,2
América Central e Caribe,Guatemala,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,2
América do Sul,Guiana,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,3
América do Sul,Guiana,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,2
América do Sul,Guiana,Amapá (AP) - Brasil,Fluvial,2018,3,01/03/2018,6
América do Sul,Guiana,Amapá (AP) - Brasil,Fluvial,2018,4,01/04/2018,9
América do Sul,Guiana,Amapá (AP) - Brasil,Fluvial,2018,5,01/05/2018,6
América do Sul,Guiana,Amapá (AP) - Brasil,Fluvial,2018,6,01/06/2018,2
América do Sul,Guiana,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,5
América do Sul,Guiana,Amapá (AP) - Brasil,Fluvial,2018,9,01/09/2018,1
América do Sul,Guiana,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,1
América do Sul,Guiana,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,5
América do Sul,Guiana,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,2
América Central e Caribe,Haiti,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,1
América Central e Caribe,Haiti,Amapá (AP) - Brasil,Fluvial,2018,3,01/03/2018,2
América Central e Caribe,Haiti,Amapá (AP) - Brasil,Fluvial,2018,5,01/05/2018,1
América Central e Caribe,Haiti,Amapá (AP) - Brasil,Fluvial,2018,6,01/06/2018,1
América Central e Caribe,Haiti,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,1
América Central e Caribe,Haiti,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,1
Europa,Holanda,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,75
Europa,Holanda,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,14
Europa,Holanda,Amapá (AP) - Brasil,Fluvial,2018,3,01/03/2018,15
Europa,Holanda,Amapá (AP) - Brasil,Fluvial,2018,4,01/04/2018,1
Europa,Holanda,Amapá (AP) - Brasil,Fluvial,2018,5,01/05/2018,1
Europa,Holanda,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,1
Europa,Holanda,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,3
Europa,Holanda,Amapá (AP) - Brasil,Fluvial,2018,9,01/09/2018,3
Europa,Holanda,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,5
Europa,Holanda,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,47
Europa,Holanda,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,14
América Central e Caribe,Honduras,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,1
Europa,Hungria,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,4
Europa,Hungria,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,3
Europa,Hungria,Amapá (AP) - Brasil,Fluvial,2018,7,01/07/2018,4
Europa,Hungria,Amapá (AP) - Brasil,Fluvial,2018,8,01/08/2018,1
Ásia,Índia,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,1
Ásia,Índia,Amapá (AP) - Brasil,Fluvial,2018,4,01/04/2018,3
Ásia,Índia,Amapá (AP) - Brasil,Fluvial,2018,10,01/10/2018,2
Ásia,Indonésia,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,1
Ásia,Indonésia,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,5
Europa,Irlanda,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,14
Europa,Irlanda,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,8
Europa,Irlanda,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,9
Ásia,Israel,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,2
Ásia,Israel,Amapá (AP) - Brasil,Fluvial,2018,11,01/11/2018,2
Ásia,Israel,Amapá (AP) - Brasil,Fluvial,2018,12,01/12/2018,4
Europa,Itália,Amapá (AP) - Brasil,Fluvial,2018,1,01/01/2018,4
Europa,Itália,Amapá (AP) - Brasil,Fluvial,2018,2,01/02/2018,10
Europa,Itália,Amapá (AP) - Brasil,Fluvial,2018,3,01/03/2018,24
Europa,Itália,Amapá (AP) - Brasil,Fluvial,2018,4,01/04/2018,5
Europa,Itália,Amapá (AP) - Brasil,Fluvial,2018,5,01/05/2018,7
Europa,Itália,Amapá (AP) - Brasil,Fluvial,2018,6,01/06/2018,2
